"ABSOLUTE_BEAM_ID","DEVICEID","ACTIVATION_DATE","LONGITUDE","LATITUDE","SERVICE_PLAN_NAME","LATITUDE_DEGREES","LONGITUDE_DEGREES","X","CAPOVERALL","CurrentModCodValue","USGOVERALL","SPECTRAL_EFFICIENCY","SPECTRAL_EFFICIENCY_BINNED","TOTAL_USAGE","TOTAL_USAGE_BINNED","lat","lng","loc","country"
"Beam 20","TERM986","2017-06-12 16:51:01.0",2639.478265,7571.028867,"I20E_3D_.5U_NSP1",76.18381445,26.6579710833333,172,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",75.7872709,26.9124336,"Jaipur, India","India"
"Beam 20","TERM704","2017-07-24 18:25:01.0",2658.891368,7642.568522,"I20E_3D_.5U_NSP1",76.7094753666667,26.9815228,126,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",75.7872709,26.9124336,"Jaipur, India","India"
"Beam 20","TERM753","2017-07-15 16:35:53.0",2671.950614,7480.706405,"I20E_3D_.5U_NSP1",75.34510675,27.1991769,6,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",75.7872709,26.9124336,"Jaipur, India","India"
"Beam 20","TERM657","2017-07-31 23:29:22.0",2657.465085,7633.196718,"I20E_3D_.5U_NSP1",76.5532786333333,26.9577514166667,65,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",75.7872709,26.9124336,"Jaipur, India","India"
"Beam 20","TERM951","2017-06-15 16:29:20.0",2647.310987,7537.440342,"I20E_1.5D_.2U_NSP1",75.6240057,26.78851645,91,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",75.7872709,26.9124336,"Jaipur, India","India"
"Beam 20","TERM978","2017-06-12 23:52:09.0",2656.895655,7462.219289,"I20E_5D_1U_NSP1",75.03698815,26.9482609166667,60,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",75.7872709,26.9124336,"Jaipur, India","India"
"Beam 20","TERM180","2017-09-21 20:14:16.0",2658.77192,7500.643567,"I20E_3D_.5U_NSP1",75.0107261166667,26.979532,195,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",75.7872709,26.9124336,"Jaipur, India","India"
"Beam 20","TERM995","2017-06-10 21:25:37.0",2645.922433,7568.64357,"I20E_3D_.5U_NSP1",76.1440595,26.7653738833333,5,0,"QPSK - fifth-sixth",0,1.666,"[0.5 to 2)",0,"< 100GB",75.7872709,26.9124336,"Jaipur, India","India"
"Beam 20","TERM919","2017-06-19 22:38:58.0",2655.910927,7519.331043,"I20E_3D_.5U_NSP1",75.32218405,26.9318487833333,94,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",75.7872709,26.9124336,"Jaipur, India","India"
"Beam 21","TERM626","2017-08-04 21:55:59.0",2660.779594,7546.475286,"I20E_10D_2U_40GB",75.7745881,27.0129932333333,213,40000,"QPSK - one-half",39998,1,"[0.5 to 2)",0.002,"< 100GB",78.486671,17.385044,"Hyderabad, India","India"
"Beam 21","TERM736","2017-07-20 15:42:14.0",2653.603025,7526.041043,"I20E_10D_2U_40GB",75.4340173833333,26.89338375,212,40000,"16APSK - twenty five-thirty sixth",39996,2.77,"[2 to 3)",0.004,"< 100GB",78.486671,17.385044,"Hyderabad, India","India"
"Beam 21","TERM207","2017-09-20 16:05:17.0",2646.17356,7631.259872,"I20E_20D_4U",76.5209978666667,26.7695593333333,214,0,"QPSK - one-half",0,1,"[0.5 to 2)",0,"< 100GB",78.486671,17.385044,"Hyderabad, India","India"
"Beam 25","TERM1","2017-10-08 00:14:47.0",2524.90016,8131.021282,"I20E_10D_2U_NSP1",81.5170213666667,25.4150026666667,359,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1000","2017-06-10 17:39:41.0",2529.864708,8265.75364,"I20E_5D_1U_NSP1",83.095894,25.4977451333333,364,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM739","2017-07-19 19:59:44.0",2526.905089,8130.410243,"I20E_1.5D_.2U_NSP1",81.5068373833333,25.44841815,325,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1002","2017-06-10 16:30:29.0",2661.234193,7586.495286,"I20E_3D_.5U_NSP1",76.4415881,27.0205698833333,278,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1294","2017-03-04 22:54:04.0",2636.422356,7600.922646,"I20E_20D_4U_NSP1",76.0153774333333,26.6070392666667,261,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1004","2017-06-10 00:42:06.0",2531.08164,8210.937154,"I20E_5D_1U_20GB_NSP1",82.1822859,25.5180273333333,376,20000,"8PSK - two-third",0,2,"[2 to 3)",20,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1005","2017-06-10 00:39:39.0",2541.373504,8093.335764,"I20E_3D_.5U_NSP1",81.5555960666667,25.6895584,321,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1006","2017-06-10 00:22:23.0",2545.523026,8249.257483,"I20E_3D_.5U_10GB_NSP1",82.82095805,25.7587171,375,10000,"8PSK - three-fourth",0,2.25,"[2 to 3)",10,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1050","2017-06-06 23:34:04.0",2625.282736,7545.999994,"I20E_1.5D_.2U_NSP1",75.7666665666667,26.4213789333333,250,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM13","2017-10-06 18:43:07.0",2525.122419,8230.03228,"I20E_3D_.5U_NSP1",82.500538,25.4187069833333,366,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1152","2017-05-16 19:05:36.0",2504.674277,8179.286783,"I20E_10D_2U_NSP1",82.3214463833333,25.0779046166667,312,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1011","2017-06-09 20:44:43.0",2532.740111,8159.820158,"I20E_3D_.5U_NSP1",81.9970026333333,25.5456685166667,365,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1012","2017-06-09 20:28:22.0",2502.358953,8193.847426,"I20E_3D_.5U_NSP1",82.5641237666667,25.0393158833333,320,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM901","2017-06-22 04:15:48.0",2626.083084,7576.020291,"I20E_3D_.5U_NSP1",76.26700485,26.4347180666667,252,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM949","2017-06-15 18:42:30.0",2529.219489,8129.012368,"I20E_20D_4U_NSP1",81.4835394666667,25.4869914833333,377,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1157","2017-05-14 22:30:44.0",2540.092806,8178.938119,"I20E_3D_.5U_10GB_NSP1",82.3156353166667,25.6682134333333,310,10000,"16APSK - two-third",9994,2.66,"[2 to 3)",0.006,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1309","2017-02-27 17:35:53.0",2648.840788,7607.130666,"I20E_20D_4U_NSP1",76.1188444333333,26.8140131333333,258,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1312","2017-02-25 19:52:09.0",2654.753048,7532.040989,"I20E_20D_4U_NSP1",75.5340164833333,26.9125508,256,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1018","2017-06-09 17:30:02.0",2537.511401,8090.438786,"I20E_3D_.5U_NSP1",81.5073131,25.6251900166667,318,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1019","2017-06-09 16:58:43.0",2515.428588,8215.686673,"I20E_3D_.5U_NSP1",82.26144455,25.2571431333333,313,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1216","2017-04-20 15:16:15.0",2663.164753,7569.38939,"I20E_3D_.5U_10GB_NSP1",76.1564898333333,27.0527458833333,267,10000,"8PSK - three-fourth",9662,2.25,"[2 to 3)",0.338,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1021","2017-06-09 14:22:08.0",2535.075105,8175.672757,"I20E_3D_.5U_NSP1",82.2612126166667,25.5845850833333,319,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1169","2017-05-11 22:12:50.0",2652.834442,7497.19928,"I20E_20D_4U_60GB_NSP1",75.619988,26.8805740333333,224,60000,"16APSK - two-third",35268,2.66,"[2 to 3)",24.732,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1322","2017-02-18 00:28:40.0",2666.221927,7536.778392,"I20E_3D_.5U_NSP1",75.6129732,27.1036987833333,243,0,"16APSK - three-fourth",0,3,"[3 and above)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1325","2017-02-10 01:19:43.0",2678.709848,7583.963271,"I20E_3D_.5U_10GB_NSP1",76.39938785,27.3118308,218,10000,"8PSK - three-fourth",9879,2.25,"[2 to 3)",0.121,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1327","2017-02-09 22:54:03.0",2644.282626,7541.830433,"I20E_1.5D_.2U_5GB_NSP1",75.6971738833333,26.7380437666667,220,5000,"16APSK - two-third",4526,2.66,"[2 to 3)",0.474,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM582","2017-08-11 18:56:33.0",2522.629762,8165.053535,"I20E_3D_.5U_NSP1",82.0842255833333,25.3771627,337,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1329","2017-02-08 19:30:23.0",2537.209766,8160.155765,"I20E_3D_.5U_10GB_NSP1",82.0025960833333,25.6201627666667,345,10000,"8PSK - three-fourth",9373,2.25,"[2 to 3)",0.627,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1028","2017-06-08 23:15:49.0",2667.936554,7600.577327,"I20E_3D_.5U_NSP1",76.0096221166667,27.1322759,231,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1176","2017-05-09 22:02:47.0",2666.491317,7501.802458,"I20E_20D_4U_NSP1",75.0300409666667,27.1081886166667,300,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM773","2017-07-12 20:59:50.0",2523.219229,8183.372574,"I20E_10D_2U_NSP1",82.3895429,25.38698715,356,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1337","2017-02-04 06:22:17.0",2650.700332,7586.62723,"I20E_3D_.5U_10GB_NSP1",76.4437871666667,26.8450055333333,303,10000,"8PSK - three-fourth",9998,2.25,"[2 to 3)",0.002,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM637","2017-08-03 23:27:45.0",2648.557458,7515.750259,"I20E_3D_.5U_NSP1",75.2625043166667,26.8092909666667,289,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1034","2017-06-08 18:30:40.0",2636.770362,7444.549933,"I20E_3D_.5U_NSP1",74.7424988833333,26.6128393666667,230,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1182","2017-05-03 19:02:28.0",2541.203111,8086.712072,"I20E_5D_1U_NSP1",81.4452012,25.6867185166667,385,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM506","2017-08-16 22:28:23.0",2534.964162,8185.464427,"I20E_10D_2U_NSP1",82.4244071166667,25.5827360333333,360,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1037","2017-06-08 15:02:53.0",2676.333179,7603.038588,"I20E_3D_.5U_NSP1",76.0506431333333,27.27221965,229,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1038","2017-06-07 23:53:56.0",2530.547508,8055.704873,"I20E_3D_.5U_NSP1",80.92841455,25.5091251333333,322,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1354","2017-01-23 21:10:12.0",2659.958084,7466.119237,"I20E_3D_.5U_NSP1",75.1019872833333,26.9993014,217,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1358","2017-01-13 21:37:40.0",2682.845892,7533.600135,"I20E_1.5D_.2U_5GB_NSP1",75.56000225,27.3807648666667,216,5000,"8PSK - three-fourth",0,2.25,"[2 to 3)",5,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1189","2017-04-27 20:18:05.0",2516.426828,8289.626558,"I20E_3D_.5U_NSP1",83.4937759666667,25.2737804666667,347,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1361","2017-01-09 19:46:44.0",2659.837065,7543.757585,"I20E_3D_.5U_10GB_NSP1",75.7292930833333,26.9972844166667,301,200,"8PSK - three-fourth",200,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM936","2017-06-16 23:04:28.0",2656.229429,7563.485264,"I20E_5D_1U_NSP1",76.0580877333333,26.93715715,253,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1093","2017-05-29 22:26:27.0",2516.372925,8146.396289,"I20E_5D_1U_NSP1",81.7732714833333,25.2728820833333,314,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1194","2017-04-26 03:22:52.0",1719.095852,7895.334564,"I20E_3D_.5U_10GB_NSP1",79.5889094,17.3182642,308,10000,"QPSK - fifth-sixth",0,1.666,"[0.5 to 2)",10,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1046","2017-06-07 19:02:57.0",2517.442269,8180.057162,"I20E_1.5D_.2U_NSP1",82.3342860333333,25.2907044833333,315,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1047","2017-06-07 17:02:26.0",2497.578824,8171.246685,"I20E_3D_.5U_NSP1",82.18744475,25.6263137333333,323,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM519","2017-08-16 17:35:07.0",2649.193968,7480.835636,"I20E_3D_.5U_NSP1",75.3472606,26.8198994666667,234,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM379","2017-08-31 03:08:23.0",2644.007286,7550.936861,"I20E_3D_.5U_NSP1",75.8489476833333,26.7334547666667,242,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1201","2017-04-22 20:05:19.0",2653.044218,7542.35585,"I20E_5D_1U_20GB_NSP1",75.7059308333333,26.8840703,270,20000,"8PSK - three-fourth",15312,2.25,"[2 to 3)",4.688,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1052","2017-06-06 21:25:59.0",2533.234493,8193.237701,"I20E_20D_4U_NSP1",82.5539616833333,25.5539082166667,370,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1203","2017-04-22 16:13:19.0",2536.225151,8170.524069,"I20E_5D_1U_20GB_NSP1",82.17540115,25.6037525166667,350,20000,"8PSK - two-third",0,2,"[2 to 3)",20,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1204","2017-04-22 01:26:35.0",2528.250245,8194.727943,"I20E_5D_1U_20GB_NSP1",82.57879905,25.4708374166667,349,20000,"8PSK - two-third",0,2,"[2 to 3)",20,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM948","2017-06-15 19:38:18.0",2673.561265,7641.747039,"I20E_3D_.5U_NSP1",76.6957839833333,27.2260210833333,277,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1105","2017-05-26 15:20:15.0",2647.29195,7612.547883,"I20E_3D_.5U_NSP1",76.2091313833333,26.7881991666667,227,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM849","2017-07-01 17:32:01.0",2534.029615,8068.847241,"I20E_1.5D_.2U_NSP1",81.1474540166667,25.56716025,379,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM106","2017-09-28 17:05:52.0",1730.912327,7780.18026,"I20E_3D_.5U_NSP1",78.3363376666667,17.51520545,307,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM530","2017-08-15 20:58:25.0",2541.324406,8120.30743,"I20E_1.5D_.2U_5GB_NSP1",81.3384571666667,25.6887401,381,5000,"8PSK - two-third",0,2,"[2 to 3)",5,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1214","2017-04-20 20:45:31.0",2653.166113,7572.814729,"I20E_20D_4U_NSP1",76.2135788166667,26.8861018833333,257,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM954","2017-06-15 00:54:20.0",2670.53636,7581.707271,"I20E_3D_.5U_NSP1",76.36178785,27.175606,281,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM713","2017-07-22 19:42:18.0",2519.185199,8007.624464,"I20E_1.5D_.2U_NSP1",80.1270744,25.3197533166667,330,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1114","2017-05-24 20:32:30.0",2663.363526,7616.029208,"I20E_20D_4U_NSP1",76.2671534666667,27.0560587666667,299,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM579","2017-08-11 20:03:00.0",2674.460423,7612.064021,"I20E_5D_1U_NSP1",76.2010670166667,27.24100705,293,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM809","2017-07-08 01:42:29.0",2509.863312,8134.917512,"I20E_3D_.5U_NSP1",81.5819585333333,25.1643885333333,353,0,"QPSK - fifth-sixth",0,1.666,"[0.5 to 2)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM764","2017-07-13 19:12:24.0",2663.93335,7530.684018,"I20E_3D_.5U_NSP1",75.5114003,27.0655558333333,282,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1270","2017-03-21 19:37:29.0",2539.843926,8111.573416,"I20E_5D_1U_20GB_NSP1",81.1928902666667,25.6640654333333,372,20000,"8PSK - three-fourth",0,2.25,"[2 to 3)",20,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM979","2017-06-12 23:22:25.0",2656.437871,7478.187472,"I20E_3D_.5U_NSP1",75.3031245333333,26.9406311833333,275,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM541","2017-08-15 15:48:55.0",2523.929256,8197.392145,"I20E_3D_.5U_NSP1",82.6232024166667,25.3988209333333,338,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM814","2017-07-06 21:46:38.0",2515.169708,8111.508215,"I20E_3D_.5U_NSP1",81.1918035833333,25.2528284666667,324,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM543","2017-08-15 14:51:13.0",2656.627336,7554.554854,"I20E_3D_.5U_NSP1",75.9092475666667,26.9437889333333,240,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1332","2017-02-05 19:22:01.0",2661.45633,7516.323398,"I20E_1.5D_.2U_5GB_NSP1",75.2720566333333,27.0242721666667,304,5000,"8PSK - two-third",4999,2,"[2 to 3)",0.001,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM970","2017-06-13 19:23:57.0",2538.763495,8158.863499,"I20E_3D_.5U_10GB_NSP1",81.9810583166667,25.64605825,378,10000,"8PSK - three-fourth",2622,2.25,"[2 to 3)",7.378,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM546","2017-08-14 22:54:51.0",2657.756443,7494.788043,"I20E_3D_.5U_NSP1",75.5798007166667,26.9626073833333,298,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM547","2017-08-14 22:50:54.0",2650.823163,7637.013101,"I20E_3D_.5U_NSP1",76.6168850166667,26.8470527166667,239,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1084","2017-05-31 20:10:28.0",2508.284783,8217.307649,"I20E_3D_.5U_10GB_NSP1",82.2884608166667,25.1380797166667,352,200,"QPSK - fifth-sixth",185,1.666,"[0.5 to 2)",0.015,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1282","2017-03-13 21:15:24.0",2637.647888,7522.433503,"I20E_5D_1U_NSP1",75.3738917166667,26.6274648,222,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM975","2017-06-13 14:36:38.0",2633.691749,7552.398643,"I20E_3D_.5U_NSP1",75.8733107166667,26.56152915,280,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1087","2017-05-31 01:12:35.0",2525.488283,8252.583373,"I20E_10D_2U_NSP1",82.87638955,25.4248047166667,373,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM552","2017-08-14 18:54:17.0",2504.440587,8211.350124,"I20E_10D_2U_40GB_NSP1",82.1891687333333,25.0740097833333,333,40000,"8PSK - three-fourth",16024,2.25,"[2 to 3)",23.976,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1303","2017-03-03 00:03:54.0",2541.042616,8081.649545,"I20E_20D_4U_60GB_NSP1",81.36082575,25.6840436,368,60000,"8PSK - three-fourth",57376,2.25,"[2 to 3)",2.624,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1090","2017-05-30 00:43:07.0",2539.663985,8148.44882,"I20E_10D_2U_NSP1",81.8074803333333,25.6610664166667,374,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1243","2017-04-05 00:56:25.0",1712.545018,7822.672713,"I20E_10D_2U_40GB_NSP1",78.37787855,17.2090836333333,305,40000,"8PSK - two-third",32728,2,"[2 to 3)",7.272,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM557","2017-08-14 17:28:29.0",2654.145975,7549.239226,"I20E_3D_.5U_NSP1",75.8206537666667,26.9024329166667,237,0,"16APSK - two-third",0,2.66,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM881","2017-06-24 21:56:18.0",2327.728288,7673.075898,"I20E_10D_2U_NSP1",77.2179316333333,23.4621381333333,711,0,"QPSK - fifth-sixth",0,1.666,"[0.5 to 2)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM358","2017-09-02 21:44:52.0",2319.971652,7663.064853,"I20E_1.5D_.2U",77.0510808833333,23.3328608666667,820,200,"8PSK - three-fourth",0,2.25,"[2 to 3)",0.2,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM834","2017-07-03 20:00:50.0",2643.204475,7506.052622,"I20E_10D_2U_NSP1",75.1008770333333,26.7200745833333,232,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1147","2017-05-17 22:35:28.0",2650.438739,7508.811932,"I20E_3D_.5U_NSP1",75.1468655333333,26.84064565,246,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM1249","2017-03-31 16:05:12.0",2502.934355,8130.159751,"I20E_3D_.5U_NSP1",81.5026625166667,25.0489059166667,357,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM839","2017-07-02 01:27:45.0",2521.399985,8065.061985,"I20E_3D_.5U_NSP1",81.0843664166667,25.3566664166667,355,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
"Beam 25","TERM380","2017-08-31 02:35:43.0",2646.304379,7549.320571,"I20E_3D_.5U_NSP1",75.8220095166667,26.77173965,241,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",81.846311,25.4358011,"Allahabad, India","India"
